nsa_name,temp_mean,temp_median,temp_min,temp_max
Morgan Park,24.827640813472,24.86994886398315,24.3530941009521,24.9557571411133
Morgan State University,25.23577049852268,25.277863025665248,24.1254730224609,24.9164371490479
Morrell Park,25.90347357995255,25.98362588882445,24.6944999694824,24.8081493377686
Mosher,25.541615320366823,25.6088733673096,24.8992691040039,25.0934429168701
Mount Holly,24.44522723821889,24.4685764312744,23.5978775024414,24.0307674407959
Mount Vernon,26.701982537453382,26.6508769989014,26.1687698364258,26.4644260406494
Mount Washington,23.88181060999376,23.8142700195312,23.3014602661133,23.3697109222412
Mount Winans,25.815438804076827,25.79941272735595,25.3666839599609,25.789493560791
Mt Pleasant Park,24.351323562304014,24.3302264213562,23.539457321167,24.2384204864502
New Northwood,25.106863810757147,25.0584344863892,24.703052520752,24.9001541137695
New Southwest/Mount Clare,26.322789013887867,26.3130302429199,25.8365459442139,26.2584075927734
North Harford Road,25.346302036107303,25.3621778488159,24.5978240966797,25.2076530456543
North Roland Park/Poplar Hill,23.978171209714574,24.00537872314455,23.2862091064453,23.6567058563232
Northwest Community Action,25.345490134400954,25.3297233581543,24.8269824981689,25.0596771240234
O'Donnell Heights,26.474641351732355,26.46014404296875,26.3128795623779,26.3695869445801
Oakenshawe,25.648038701369757,25.6438956260681,24.983570098877,25.2377834320068
Oaklee,25.52499425964236,25.5289354324341,25.2786808013916,25.3988761901855
Old Goucher,26.43126269535174,26.4286670684814,26.1786003112793,26.4273891448975
Oldtown,26.669692631043965,26.6536808013916,26.4873142242432,26.6104698181152
Oliver,26.60617289327877,26.598233222961397,26.2296371459961,26.4656295776367
Orangeville,26.60755515749184,26.62780952453615,26.061897277832,26.2370471954346
Orangeville Industrial Area,26.60887502781519,26.6226596832275,26.2520427703857,26.4403400421143
Orchard Ridge,25.87804969513234,26.0166211128235,24.3331165313721,25.0965442657471
Original Northwood,25.14078449290926,25.1255416870117,24.8015460968018,24.9179229736328
Otterbein,26.908057256835423,26.8052663803101,26.5134391784668,26.593620300293
Overlea,25.000091991025247,25.0473575592041,24.2834491729736,24.5594463348389
Panway/Braddish Avenue,25.40273773723977,25.3058767318726,24.9792098999023,25.1710624694824
Park Circle,25.06048074364933,25.04188919067385,24.4742259979248,24.6753063201904
Parklane,25.02084830157004,25.0113897323608,24.26881980896,24.4975967407227
Parkside,25.55474229937319,25.57517623901365,25.1214408874512,25.4303894042969
Parkview/Woodbrook,25.61271010556767,25.68727684021,24.9407024383545,25.1416759490967
Patterson Park,26.18462896489388,26.190533638000502,25.7346458435059,26.1115398406982
Patterson Park Neighborhood,26.925786050283474,26.932465076446498,25.835599899292,26.3120536804199
Patterson Place,27.021858647006916,27.08729314804075,26.6897869110107,26.8547039031982
Pen Lucy,24.887729442466718,24.8931427001953,24.5891304016113,24.6549129486084
Penn North,26.014465174797767,26.0402250289917,25.743616104126,25.84885597229
Penn-Fallsway,26.714141993758208,26.6714668273926,26.535083770752,26.5977725982666
Penrose/Fayette Street Outreach,25.937507966861354,26.011727333068848,24.9165859222412,25.1092071533203
Perkins Homes,26.70730501085663,26.645278453826897,26.5056171417236,26.5958042144775
Perring Loch,25.267780456538993,25.3125667572021,24.6274566650391,25.025089263916
Pimlico Good Neighbors,25.511070608706483,25.57641458511355,24.4903869628906,24.7325897216797
Pleasant View Gardens,26.711621145747756,26.6900520324707,26.5114803314209,26.700756072998
Poppleton,26.113322995858194,26.17580795288085,25.3209495544434,25.7328758239746
Port Covington,26.782493133794162,26.7666349411011,25.5827198028564,26.6298198699951
Pulaski Industrial Area,26.038622469723265,26.2345724105835,24.1960906982422,24.9618492126465
Purnell,23.299016317192464,23.3067712783813,23.10888671875,23.3349170684814
Radnor-Winston,24.614935578181633,24.5074291229248,24.1745262145996,24.2599925994873
Ramblewood,25.357837000310468,25.4326767921448,24.645149230957,24.7889060974121
Reisterstown Station,24.930594771873324,24.8192949295044,24.1840362548828,24.3053970336914
Remington,26.01736709014091,26.0822525024414,24.2064075469971,25.0621604919434
Reservoir Hill,26.056474943582554,26.0512409210205,25.630126953125,25.7665233612061
Richnor Springs,24.954306829573127,24.9565334320068,24.8491058349609,24.9342041015625
Ridgely's Delight,26.533933427376738,26.51469469070435,26.3309898376465,26.4383392333984
Riverside,26.974896252136304,26.93381881713865,25.8788166046143,26.6259670257568
Rognel Heights,24.906603184894074,24.9429082870483,23.7571239471436,24.5039196014404
Roland Park,24.242887239452802,24.1215486526489,23.6748065948486,23.7931957244873
Rosebank,24.629146326949602,24.5741777420044,24.0941371917725,24.1082038879395
Rosemont,24.891222639607527,24.827791690826402,23.6019496917725,24.6289691925049
Rosemont East,25.241356652089397,25.2205123901367,24.6467437744141,24.9639892578125
Rosemont Homeowners/Tenants,25.692986431176962,25.6156320571899,25.2481861114502,25.5501899719238
Sabina-Mattfeldt,23.874410812097814,23.8638405799866,23.2822704315186,23.6586742401123
Saint Agnes,25.76815328199396,25.7213764190674,25.2537364959717,25.612756729126
Saint Helena,26.177596845825157,26.106157302856452,25.8487167358398,25.8980026245117
Saint Josephs,25.637373491793976,25.55268001556395,25.3151473999023,25.5564937591553
Saint Paul,25.973230438122247,26.005058288574197,25.1424674987793,25.6914768218994
Sandtown-Winchester,25.8054799015061,25.828803062439,25.4283294677734,25.5509605407715
Seton Business Park,24.750884894937446,24.7262830734253,23.9362564086914,24.1126194000244
Seton Hill,26.365730092513772,26.4196071624756,25.9118499755859,25.9955005645752
Sharp-Leadenhall,26.73351717833021,26.65891456604005,26.5260124206543,26.5903205871582
