date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_indoor_relative_humidity,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-07-30T07:00:00Z,82.3,82.6,46.3,81,84,1.2999999999999972,-1.4000000000000057
2019-07-30T08:00:00Z,82.2,82.3,46.1,86,90,-3.799999999999997,-7.700000000000003
2019-07-30T09:00:00Z,82.4,83,47.5,89.1,94,-6.699999999999989,-11
2019-07-30T10:00:00Z,82.5,83,47.5,93.9,100,-11.400000000000006,-17
2019-07-30T11:00:00Z,82.5,83,46.8,95,99,-12.5,-16
2019-07-30T12:00:00Z,82.6,83,46.6,97,101,-14.400000000000006,-18
2019-07-30T13:00:00Z,82.8,83,46.6,97,98,-14.200000000000003,-15
2019-07-30T14:00:00Z,83.1,83.4,46.8,99,101,-15.900000000000006,-17.599999999999994
2019-07-30T15:00:00Z,83.2,83.6,46.4,98.1,98,-14.899999999999991,-14.400000000000006
2019-07-30T16:00:00Z,83.3,84,47.1,97,101,-13.700000000000003,-17
2019-07-30T17:00:00Z,83.5,84,47.7,93,96,-9.5,-12
2019-07-30T18:00:00Z,83.8,84.9,50.6,91,94,-7.200000000000003,-9.099999999999994
2019-07-30T19:00:00Z,83.8,84.8,49,87.1,91,-3.299999999999997,-6.200000000000003
2019-07-30T20:00:00Z,83.6,84,47,86,89,-2.4000000000000057,-5
2019-07-30T21:00:00Z,83.6,84.1,48.5,84.9,89,-1.3000000000000114,-4.900000000000006
2019-07-30T22:00:00Z,83.7,84,48.2,82.9,86,0.7999999999999972,-2
2019-07-30T23:00:00Z,83.6,84,47.4,82.9,86,0.6999999999999886,-2
2019-07-31T00:00:00Z,83.5,84,47.3,80.1,83,3.4000000000000057,1
2019-07-31T01:00:00Z,83.4,84,46.4,80.1,82,3.3000000000000114,2
2019-07-31T02:00:00Z,83.2,83.2,45.7,80.1,82,3.1000000000000085,1.2000000000000028
2019-07-31T03:00:00Z,83,83,45.2,79,81,4,2
2019-07-31T04:00:00Z,82.9,83,44.9,79,81,3.9000000000000057,2
2019-07-31T05:00:00Z,82.7,83,44.4,77,78,5.700000000000003,5
2019-07-31T06:00:00Z,82.5,82,43.9,77,78,5.5,4
2019-07-31T07:00:00Z,83.2,84.1,49.8,79,81,4.200000000000003,3.0999999999999943
2019-07-31T08:00:00Z,84.4,86.4,52.8,81,83,3.4000000000000057,3.4000000000000057
2019-07-31T09:00:00Z,85.2,87.4,52.8,84,86,1.2000000000000028,1.4000000000000057
2019-07-31T10:00:00Z,86,88.8,52.7,87.1,90,-1.0999999999999943,-1.2000000000000028
