nsa_name,temp_mean,temp_median,temp_min,temp_max
Waltherson,34.591795980805806,34.5691204071045,34.0013236999512,34.2307052612305
Washington Hill,36.282308552127205,36.1552295684814,34.9344253540039,35.4340591430664
Washington Village/Pigtown,35.85513029192106,35.8287696838379,33.682430267334,35.075325012207
Waverly,35.39768532291714,35.412763595581055,34.3898620605469,34.7812538146973
West Arlington,34.62103125119947,34.470272064209,34.1349868774414,34.3497734069824
West Forest Park,33.65460560145363,34.004451751709,30.6372966766357,31.9575901031494
West Hills,34.30015872409632,34.3410720825195,30.9744472503662,33.9463233947754
Westfield,34.355377010510594,34.2880401611328,33.7613716125488,34.2345924377441
Westgate,34.165273411266824,34.1940574645996,32.4512367248535,33.953987121582
Westport,35.312426970594956,35.3076686859131,33.6747207641602,35.2468338012695
Wilhelm Park,35.22440729903794,35.19294452667235,33.4455451965332,35.157356262207
Wilson Park,34.470531739415605,34.4798946380615,33.8785820007324,34.4004554748535
Winchester,34.75497562464912,34.6515922546387,33.9511337280273,34.435718536377
Windsor Hills,33.7276429598883,34.022301673889146,30.8246726989746,32.9850692749023
Winston-Govans,34.45858509108376,34.41771125793455,33.9041709899902,34.2644500732422
Woodberry,34.52909721787505,34.86573600769045,30.7924308776855,33.3622093200684
Woodbourne Heights,34.57610468127038,34.615629196167,34.1209716796875,34.3318939208984
Woodbourne-McCabe,34.54414934509271,34.5607051849365,34.0149917602539,34.5665817260742
Woodmere,35.58549912961518,35.6324234008789,34.4377021789551,34.709171295166
Wrenlane,34.55500500309985,34.52999782562255,34.3036346435547,34.6258964538574
Wyman Park,35.060113310141865,35.0901718139648,33.5660514831543,34.4809646606445
Wyndhurst,34.515166758032805,34.5657386779785,32.6723976135254,33.9899063110352
Yale Heights,34.35453604886233,34.40614891052245,33.0079689025879,34.1584358215332
York-Homeland,34.73177676996464,34.7361278533936,34.4869117736816,34.7861251831055
