STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,15_mean
"24","510","030200","2002","245100302002002",Block 2002,G5040,U,"04843",U,S,"7686","0","+39.2868243","-076.6014960",0.028816980744358
"24","510","200702","1000","245102007021000",Block 1000,G5040,U,"04843",U,S,"122505","0","+39.2839684","-076.6742959",0.318359490537447
"24","510","271001","3007","245102710013007",Block 3007,G5040,U,"04843",U,S,"14116","0","+39.3408563","-076.6057262",0.397225202219312
"24","510","100100","2002","245101001002002",Block 2002,G5040,U,"04843",U,S,"1424","0","+39.3041606","-076.6113684",0.000000000000000
"24","510","271503","1003","245102715031003",Block 1003,G5040,U,"04843",U,S,"11726","0","+39.3593804","-076.6499748",0.168396532872740
"24","510","250205","1006","245102502051006",Block 1006,G5040,U,"04843",U,S,"4369","0","+39.2511722","-076.6450929",0.007145439465793
"24","510","250101","1001","245102501011001",Block 1001,G5040,U,"04843",U,S,"12101","0","+39.2810231","-076.6979603",0.343481499113155
"24","510","070300","2006","245100703002006",Block 2006,G5040,U,"04843",U,S,"6362","0","+39.3002437","-076.5876547",0.011433160546105
"24","510","270903","1028","245102709031028",Block 1028,G5040,U,"04843",U,S,"4535","0","+39.3423908","-076.5924411",0.447713489591870
"24","510","100200","2005","245101002002005",Block 2005,G5040,U,"04843",U,S,"13303","0","+39.3009205","-076.6041590",0.159336285039876
"24","510","260404","2023","245102604042023",Block 2023,G5040,U,"04843",U,S,"10185","0","+39.3091182","-076.5712411",0.093487442870305
"24","510","271900","1004","245102719001004",Block 1004,G5040,U,"04843",U,S,"11530","0","+39.3591612","-076.6720259",0.725959291550499
"24","510","260202","4009","245102602024009",Block 4009,G5040,U,"04843",U,S,"10169","0","+39.3263014","-076.5625039",0.092487186280869
"24","510","260404","3014","245102604043014",Block 3014,G5040,U,"04843",U,S,"8867","0","+39.2960272","-076.5671755",0.066251741950356
"24","510","271600","1002","245102716001002",Block 1002,G5040,U,"04843",U,S,"10882","0","+39.3464921","-076.6620395",0.159932041901802
"24","510","250401","1026","245102504011026",Block 1026,G5040,U,"04843",U,S,"5599","0","+39.2390170","-076.6090722",0.004911477259528
"24","510","250103","2030","245102501032030",Block 2030,G5040,U,"04843",U,S,"5421","0","+39.2653600","-076.6752398",0.094816947758124
"24","510","260102","1005","245102601021005",Block 1005,G5040,U,"04843",U,S,"22370","0","+39.3366797","-076.5342650",0.260794989679504
"24","510","280102","6013","245102801026013",Block 6013,G5040,U,"04843",U,S,"5873","0","+39.3422788","-076.6872621",0.130653504817047
"24","510","200500","1004","245102005001004",Block 1004,G5040,U,"04843",U,S,"5610","0","+39.2845369","-076.6509340",0.064293877010219
"24","510","080200","1018","245100802001018",Block 1018,G5040,U,"04843",U,S,"23413","0","+39.3108835","-076.5826590",0.163849247586486
"24","510","120700","3033","245101207003033",Block 3033,G5040,U,"04843",U,S,"16389","0","+39.3178669","-076.6224563",0.336069569949773
"24","510","260605","6253","245102606056253",Block 6253,G5040,U,"04843",U,S,"24893","0","+39.2524054","-076.5348327",0.000000000000000
"24","510","260201","1021","245102602011021",Block 1021,G5040,U,"04843",U,S,"473","0","+39.3337103","-076.5493411",0.549990178746808
"24","510","020300","2004","245100203002004",Block 2004,G5040,U,"04843",U,S,"2288","0","+39.2853372","-076.5974968",0.088635348572821
"24","510","090100","2000","245100901002000",Block 2000,G5040,U,"04843",U,S,"20676","0","+39.3378949","-076.5999004",0.413603486230289
"24","510","271200","1006","245102712001006",Block 1006,G5040,U,"04843",U,S,"41522","0","+39.3700889","-076.6165325",0.602451854553428
"24","510","140100","2008","245101401002008",Block 2008,G5040,U,"04843",U,S,"3528","0","+39.3088856","-076.6264701",0.448558262014483
"24","510","200100","1008","245102001001008",Block 1008,G5040,U,"04843",U,S,"5800","0","+39.2929629","-076.6487843",0.035181031720602
"24","510","270402","4014","245102704024014",Block 4014,G5040,U,"04843",U,S,"8256","0","+39.3516597","-076.5516630",0.227511619793601
"24","510","280500","1013","245102805001013",Block 1013,G5040,U,"04843",U,S,"3100","0","+39.2941514","-076.5957539",0.224672639558925
"24","510","270801","4003","245102708014003",Block 4003,G5040,U,"04843",U,S,"3005","0","+39.3713877","-076.5967426",0.373086793853004
"24","510","271503","1023","245102715031023",Block 1023,G5040,U,"04843",U,S,"13259","0","+39.3479259","-076.6421317",0.299877377991101
"24","510","280200","1006","245102802001006",Block 1006,G5040,U,"04843",U,S,"18591","0","+39.3279028","-076.6941509",0.330386547062792
"24","510","130600","1015","245101306001015",Block 1015,G5040,U,"04843",U,S,"4425","0","+39.3228982","-076.6289963",0.314897637795276
"24","510","260302","6006","245102603026006",Block 6006,G5040,U,"04843",U,S,"5890","0","+39.3177667","-076.5703563",0.090738432900569
"24","510","100200","1006","245101002001006",Block 1006,G5040,U,"04843",U,S,"36969","0","+39.2986009","-076.6019959",0.187426018029610
"24","510","150900","3000","245101509003000",Block 3000,G5040,U,"04843",U,S,"9857","0","+39.3196006","-076.6823591",0.405481827778616
"24","510","200300","2003","245102003002003",Block 2003,G5040,U,"04843",U,S,"7511","0","+39.2833261","-076.6491153",0.087830399881260
"24","510","260501","3021","245102605013021",Block 3021,G5040,U,"04843",U,S,"7322","0","+39.2889318","-076.5305319",0.000000000000000
"24","510","250203","2002","245102502032002",Block 2002,G5040,U,"04843",U,S,"13628","0","+39.2489695","-076.6225031",0.175267922881841
"24","510","280403","3001","245102804033001",Block 3001,G5040,U,"04843",U,S,"886","0","+39.2881033","-076.7104458",0.013120604597460
"24","510","260303","1007","245102603031007",Block 1007,G5040,U,"04843",U,S,"8714","0","+39.3097506","-076.5632534",0.001300806073272
"24","510","270804","3010","245102708043010",Block 3010,G5040,U,"04843",U,S,"748","0","+39.3655394","-076.6099198",0.002988047808765
"24","510","230100","1009","245102301001009",Block 1009,G5040,U,"04843",U,S,"2340","0","+39.2749265","-076.6206388",0.000000000000000
"24","510","070200","5005","245100702005005",Block 5005,G5040,U,"04843",U,S,"7115","0","+39.2993742","-076.5827044",0.086909394833756
"24","510","140100","3010","245101401003010",Block 3010,G5040,U,"04843",U,S,"6417","0","+39.3076206","-076.6282229",0.279960038802902
"24","510","160400","4005","245101604004005",Block 4005,G5040,U,"04843",U,S,"3153","0","+39.2965693","-076.6468660",0.077843252799057
"24","510","280101","2051","245102801012051",Block 2051,G5040,U,"04843",U,S,"755","0","+39.3497320","-076.7112693",0.218611521418021
"24","510","230300","1056","245102303001056",Block 1056,G5040,U,"04843",U,S,"86426","0","+39.2603566","-076.6120927",0.024483455526650
"24","510","250500","1047","245102505001047",Block 1047,G5040,U,"04843",U,S,"13381","0","+39.2021637","-076.5501636",0.575666893477566
"24","510","270402","3011","245102704023011",Block 3011,G5040,U,"04843",U,S,"45896","0","+39.3504794","-076.5606493",0.213468226111388
"24","510","150800","6018","245101508006018",Block 6018,G5040,U,"04843",U,S,"1645","0","+39.3216518","-076.6788098",0.408585145439141
"24","510","260301","1006","245102603011006",Block 1006,G5040,U,"04843",U,S,"8016","0","+39.3235122","-076.5670177",0.091867958644351
"24","510","250402","3015","245102504023015",Block 3015,G5040,U,"04843",U,S,"4501","0","+39.2294086","-076.6023102",0.222047894302230
"24","510","160600","1000","245101606001000",Block 1000,G5040,U,"04843",U,S,"6258","0","+39.2984035","-076.6635012",0.447096898706929
"24","510","151100","2001","245101511002001",Block 2001,G5040,U,"04843",U,S,"10233","0","+39.3351664","-076.6710930",0.139594023886290
"24","510","250103","4022","245102501034022",Block 4022,G5040,U,"04843",U,S,"37570","0","+39.2713507","-076.6810583",0.179198041470381
"24","510","120202","2004","245101202022004",Block 2004,G5040,U,"04843",U,S,"5403","0","+39.3287845","-076.6157834",0.137657112398769
"24","510","130400","2017","245101304002017",Block 2017,G5040,U,"04843",U,S,"2191","0","+39.3149694","-076.6447062",0.092752025107087
"24","510","190100","2005","245101901002005",Block 2005,G5040,U,"04843",U,S,"1227","0","+39.2918399","-076.6421072",0.225406427221172
"24","510","270803","3000","245102708033000",Block 3000,G5040,U,"04843",U,S,"6682","0","+39.3636279","-076.5839327",0.434920458337969
"24","510","180300","1002","245101803001002",Block 1002,G5040,U,"04843",U,S,"48300","0","+39.2879852","-076.6297544",0.171998561148311
"24","510","270101","2030","245102701012030",Block 2030,G5040,U,"04843",U,S,"1592","0","+39.3329494","-076.5633378",0.031344851739435
"24","510","271900","4012","245102719004012",Block 4012,G5040,U,"04843",U,S,"7864","0","+39.3538433","-076.6890983",0.293472739086774
"24","510","260700","1013","245102607001013",Block 1013,G5040,U,"04843",U,S,"18570","0","+39.2894677","-076.5574309",0.072712716719622
"24","510","260301","4008","245102603014008",Block 4008,G5040,U,"04843",U,S,"4943","0","+39.3225883","-076.5681759",0.048342229907526
"24","510","280402","1004","245102804021004",Block 1004,G5040,U,"04843",U,S,"4266","0","+39.2959965","-076.6883082",0.286977351916376
"24","510","260700","2011","245102607002011",Block 2011,G5040,U,"04843",U,S,"8020","0","+39.2855607","-076.5553032",0.054296074047473
"24","510","270501","3009","245102705013009",Block 3009,G5040,U,"04843",U,S,"10901","0","+39.3605929","-076.5424007",0.160188175937684
"24","510","210100","1057","245102101001057",Block 1057,G5040,U,"04843",U,S,"6220","0","+39.2759547","-076.6278210",0.079925317401046
"24","510","130600","2003","245101306002003",Block 2003,G5040,U,"04843",U,S,"1506","0","+39.3306861","-076.6273504",0.004190030192865
"24","510","260404","2068","245102604042068",Block 2068,G5040,U,"04843",U,S,"30209","0","+39.2977135","-076.5509683",0.192968211790178
"24","510","200600","1015","245102006001015",Block 1015,G5040,U,"04843",U,S,"23704","0","+39.2891588","-076.6655090",0.951110135474160
"24","510","260101","3008","245102601013008",Block 3008,G5040,U,"04843",U,S,"41309","0","+39.3387728","-076.5332198",0.457081810514478
"24","510","271900","3006","245102719003006",Block 3006,G5040,U,"04843",U,S,"94140","0","+39.3545645","-076.6831374",0.154804410943276
"24","510","080400","2000","245100804002000",Block 2000,G5040,U,"04843",U,S,"5253","0","+39.3053718","-076.5844907",0.092660404394205
"24","510","270102","4029","245102701024029",Block 4029,G5040,U,"04843",U,S,"5157","0","+39.3380083","-076.5650518",0.309485631925052
"24","510","030100","1021","245100301001021",Block 1021,G5040,U,"04843",U,S,"13056","0","+39.2881647","-076.5989397",0.014040106457168
"24","510","270803","1027","245102708031027",Block 1027,G5040,U,"04843",U,S,"3689","0","+39.3568374","-076.5737704",0.061934866382893
"24","510","270801","1001","245102708011001",Block 1001,G5040,U,"04843",U,S,"7335","0","+39.3716676","-076.5828750",0.494149528923108
"24","510","260202","1006","245102602021006",Block 1006,G5040,U,"04843",U,S,"1903","0","+39.3279511","-076.5622215",0.091433600625856
"24","510","200100","1003","245102001001003",Block 1003,G5040,U,"04843",U,S,"19167","0","+39.2933766","-076.6488491",0.000208430277649
"24","510","150300","1001","245101503001001",Block 1001,G5040,U,"04843",U,S,"12977","0","+39.3091116","-076.6533975",0.112336221092575
"24","510","100100","2015","245101001002015",Block 2015,G5040,U,"04843",U,S,"2745","0","+39.3018674","-076.6114625",0.000000000000000
"24","510","200800","1013","245102008001013",Block 1013,G5040,U,"04843",U,S,"14489","0","+39.2811857","-076.6829315",0.306543171074322
"24","510","250402","1007","245102504021007",Block 1007,G5040,U,"04843",U,S,"4780","0","+39.2334805","-076.5993553",0.230413403043673
"24","510","200800","1004","245102008001004",Block 1004,G5040,U,"04843",U,S,"12957","0","+39.2781811","-076.6810918",0.595886089562512
"24","510","080200","2006","245100802002006",Block 2006,G5040,U,"04843",U,S,"2472","0","+39.3104375","-076.5839008",0.284447450494119
"24","510","260501","3003","245102605013003",Block 3003,G5040,U,"04843",U,S,"474","0","+39.2961114","-076.5311043",0.000000000000000
"24","510","260301","5018","245102603015018",Block 5018,G5040,U,"04843",U,S,"7985","0","+39.3195499","-076.5706579",0.146590340558716
"24","510","260404","1075","245102604041075",Block 1075,G5040,U,"04843",U,S,"24221","0","+39.3040479","-076.5311398",0.307869926432796
"24","510","270600","4002","245102706004002",Block 4002,G5040,U,"04843",U,S,"14796","0","+39.3598502","-076.5638039",0.247114817093845
"24","510","151300","1001","245101513001001",Block 1001,G5040,U,"04843",U,S,"14936","0","+39.3392911","-076.6608047",0.366670191524169
"24","510","250500","4003","245102505004003",Block 4003,G5040,U,"04843",U,S,"4132","0","+39.2309822","-076.5907820",0.521550464284911
"24","510","130804","2024","245101308042024",Block 2024,G5040,U,"04843",U,S,"47376","0","+39.3267870","-076.6372985",0.383250970702436
"24","510","110200","3003","245101102003003",Block 3003,G5040,U,"04843",U,S,"3719","0","+39.3007668","-076.6189159",0.220540108421394
"24","510","250500","1051","245102505001051",Block 1051,G5040,U,"04843",U,S,"1646","0","+39.1994650","-076.5556656",0.000000000000000
"24","510","030100","1003","245100301001003",Block 1003,G5040,U,"04843",U,S,"10189","0","+39.2896432","-076.5990629",0.024630901248416
"24","510","151100","6017","245101511006017",Block 6017,G5040,U,"04843",U,S,"23329","0","+39.3270547","-076.6778530",0.234400140187660
"24","510","090900","2003","245100909002003",Block 2003,G5040,U,"04843",U,S,"9186","0","+39.3078050","-076.6002080",0.167231318453495
"24","510","280101","3023","245102801013023",Block 3023,G5040,U,"04843",U,S,"2126","0","+39.3447815","-076.6892596",0.075709916994321
"24","510","280101","2016","245102801012016",Block 2016,G5040,U,"04843",U,S,"7685","0","+39.3561811","-076.7035966",0.000096708291527
"24","510","271200","5003","245102712005003",Block 5003,G5040,U,"04843",U,S,"17304","0","+39.3650984","-076.6219076",0.533184427131712
"24","510","140100","1008","245101401001008",Block 1008,G5040,U,"04843",U,S,"6586","0","+39.3082082","-076.6232639",0.450603089511180
"24","510","260401","2020","245102604012020",Block 2020,G5040,U,"04843",U,S,"12036","0","+39.3077029","-076.5587688",0.125454447214653
"24","510","020300","3000","245100203003000",Block 3000,G5040,U,"04843",U,S,"23916","0","+39.2833014","-076.5886202",0.051092792155827
"24","510","180300","1004","245101803001004",Block 1004,G5040,U,"04843",U,S,"3527","0","+39.2886111","-076.6317551",0.000000000000000
"24","510","280200","6002","245102802006002",Block 6002,G5040,U,"04843",U,S,"16487","0","+39.3315684","-076.6980513",0.052531331710396
"24","510","150800","4009","245101508004009",Block 4009,G5040,U,"04843",U,S,"8564","0","+39.3145611","-076.6807315",0.506536621353325
"24","510","271200","4006","245102712004006",Block 4006,G5040,U,"04843",U,S,"5192","0","+39.3583959","-076.6199930",0.531181217901687
"24","510","271700","3002","245102717003002",Block 3002,G5040,U,"04843",U,S,"4741","0","+39.3503199","-076.6622665",0.279949830481902
"24","510","250500","3028","245102505003028",Block 3028,G5040,U,"04843",U,S,"5856","0","+39.2242103","-076.5906983",0.312486117721720
"24","510","271501","2009","245102715012009",Block 2009,G5040,U,"04843",U,S,"35861","0","+39.3606999","-076.6603916",0.742875500010363
"24","510","260501","2033","245102605012033",Block 2033,G5040,U,"04843",U,S,"4017","0","+39.2857375","-076.5510321",0.067534750329579
"24","510","270102","3005","245102701023005",Block 3005,G5040,U,"04843",U,S,"14428","0","+39.3356366","-076.5605224",0.311650429172113
"24","510","250301","2036","245102503012036",Block 2036,G5040,U,"04843",U,S,"3075","0","+39.2637359","-076.6440692",0.283344412884511
"24","510","090800","2003","245100908002003",Block 2003,G5040,U,"04843",U,S,"13481","0","+39.3150821","-076.6010418",0.034990868051966
"24","510","260605","6129","245102606056129",Block 6129,G5040,U,"04843",U,S,"82754","0","+39.2629906","-076.5376699",0.015407984892900
"24","510","271002","1007","245102710021007",Block 1007,G5040,U,"04843",U,S,"10197","0","+39.3498644","-076.5992733",0.234623128855037
"24","510","200600","2010","245102006002010",Block 2010,G5040,U,"04843",U,S,"19385","0","+39.2772809","-076.6699202",0.355193666190609
"24","510","110200","2014","245101102002014",Block 2014,G5040,U,"04843",U,S,"6302","0","+39.2971049","-076.6147398",0.013356724801345
"24","510","120202","5006","245101202025006",Block 5006,G5040,U,"04843",U,S,"8021","0","+39.3238700","-076.6168900",0.193992679084422
"24","510","020300","2018","245100203002018",Block 2018,G5040,U,"04843",U,S,"7322","0","+39.2828518","-076.5977577",0.000000000000000
"24","510","280403","2006","245102804032006",Block 2006,G5040,U,"04843",U,S,"3851","0","+39.2821724","-076.7040119",0.216058464581173
"24","510","260404","1013","245102604041013",Block 1013,G5040,U,"04843",U,S,"6333","0","+39.3001252","-076.5304881",0.000000000000000
"24","510","270501","1002","245102705011002",Block 1002,G5040,U,"04843",U,S,"9481","0","+39.3715820","-076.5334206",0.328537868444302
"24","510","040100","2020","245100401002020",Block 2020,G5040,U,"04843",U,S,"3412","0","+39.2925720","-076.6208980",0.009666176550673
"24","510","090100","3006","245100901003006",Block 3006,G5040,U,"04843",U,S,"1540","0","+39.3360982","-076.6072665",0.230750678323787
"24","510","130400","1039","245101304001039",Block 1039,G5040,U,"04843",U,S,"10192","0","+39.3182569","-076.6515634",0.147353740132359
"24","510","260800","1001","245102608001001",Block 1001,G5040,U,"04843",U,S,"26039","0","+39.2920435","-076.5643967",0.010972541882995
"24","510","160400","1011","245101604001011",Block 1011,G5040,U,"04843",U,S,"7990","0","+39.3014755","-076.6473063",0.191894877609163
"24","510","250103","2039","245102501032039",Block 2039,G5040,U,"04843",U,S,"18986","0","+39.2611712","-076.6658683",0.055537068754588
"24","510","080101","1039","245100801011039",Block 1039,G5040,U,"04843",U,S,"1536","0","+39.3175140","-076.5817732",0.093366390518232
"24","510","250203","2005","245102502032005",Block 2005,G5040,U,"04843",U,S,"4142","0","+39.2497282","-076.6203148",0.146996815143767
"24","510","260604","1007","245102606041007",Block 1007,G5040,U,"04843",U,S,"2699","0","+39.2806454","-076.5411441",0.214563474310885
"24","510","270401","2013","245102704012013",Block 2013,G5040,U,"04843",U,S,"24582","0","+39.3467478","-076.5489592",0.413093267421030
"24","510","270803","1038","245102708031038",Block 1038,G5040,U,"04843",U,S,"10756","0","+39.3569502","-076.5796807",0.219325749527092
"24","510","250500","3054","245102505003054",Block 3054,G5040,U,"04843",U,S,"5992","0","+39.2210534","-076.5872741",0.160039699770486
"24","510","151000","2001","245101510002001",Block 2001,G5040,U,"04843",U,S,"31948","0","+39.3372685","-076.6831169",0.164891126370191
"24","510","160600","2007","245101606002007",Block 2007,G5040,U,"04843",U,S,"5592","0","+39.2987478","-076.6610340",0.402309545567832
"24","510","280404","1011","245102804041011",Block 1011,G5040,U,"04843",U,S,"12419","0","+39.2861496","-076.6884501",0.217945552887313
"24","510","010400","2014","245100104002014",Block 2014,G5040,U,"04843",U,S,"3996","0","+39.2834453","-076.5837378",0.062540686320097
"24","510","090800","4005","245100908004005",Block 4005,G5040,U,"04843",U,S,"3984","0","+39.3131371","-076.6021494",0.003288169585597
"24","510","271300","1025","245102713001025",Block 1025,G5040,U,"04843",U,S,"1522","0","+39.3650345","-076.6341788",0.062919565482729
"24","510","270902","3022","245102709023022",Block 3022,G5040,U,"04843",U,S,"11178","0","+39.3527737","-076.5851842",0.235160215670148
"24","510","230100","2020","245102301002020",Block 2020,G5040,U,"04843",U,S,"7067","0","+39.2761796","-076.6171008",0.019152404237979
"24","510","120400","1005","245101204001005",Block 1005,G5040,U,"04843",U,S,"10988","0","+39.3131245","-076.6103097",0.122317052560419
"24","510","271700","2021","245102717002021",Block 2021,G5040,U,"04843",U,S,"3299","0","+39.3509291","-076.6777092",0.222037621085830
"24","510","260605","2032","245102606052032",Block 2032,G5040,U,"04843",U,S,"16192","0","+39.2735434","-076.5393780",0.238758951524054
"24","510","270703","3011","245102707033011",Block 3011,G5040,U,"04843",U,S,"17275","0","+39.3702972","-076.5557646",0.238953663468571
"24","510","280102","5010","245102801025010",Block 5010,G5040,U,"04843",U,S,"10173","0","+39.3415129","-076.6950538",0.500831323540159
"24","510","271600","6007","245102716006007",Block 6007,G5040,U,"04843",U,S,"5308","0","+39.3401208","-076.6664464",0.002695700882229
"24","510","130600","1003","245101306001003",Block 1003,G5040,U,"04843",U,S,"5552","0","+39.3265987","-076.6316754",0.091884203480589
"24","510","190100","3003","245101901003003",Block 3003,G5040,U,"04843",U,S,"10122","0","+39.2913646","-076.6450478",0.193220619010904
"24","510","260102","1004","245102601021004",Block 1004,G5040,U,"04843",U,S,"22207","0","+39.3362879","-076.5320003",0.349157208181503
"24","510","260403","1021","245102604031021",Block 1021,G5040,U,"04843",U,S,"3888","0","+39.3264311","-076.5319137",0.149509042692978
"24","510","280500","2041","245102805002041",Block 2041,G5040,U,"04843",U,S,"4006","0","+39.2933521","-076.6095037",0.111093076102583
"24","510","150800","1011","245101508001011",Block 1011,G5040,U,"04843",U,S,"7264","0","+39.3241509","-076.6742727",0.265748308455802
"24","510","150702","3002","245101507023002",Block 3002,G5040,U,"04843",U,S,"2910","0","+39.3140265","-076.6722987",0.431978544746336
"24","510","020300","3002","245100203003002",Block 3002,G5040,U,"04843",U,S,"6189","0","+39.2831578","-076.5909139",0.142964363985710
"24","510","010200","2001","245100102002001",Block 2001,G5040,U,"04843",U,S,"6831","0","+39.2879412","-076.5727064",0.018944906091474
"24","510","130803","3001","245101308033001",Block 3001,G5040,U,"04843",U,S,"6937","0","+39.3397217","-076.6397955",0.126488194881547
"24","510","271802","1008","245102718021008",Block 1008,G5040,U,"04843",U,S,"7044","0","+39.3468605","-076.6785701",0.337884004062628
"24","510","250303","2002","245102503032002",Block 2002,G5040,U,"04843",U,S,"11369","0","+39.2672790","-076.6507088",0.069267040950583
"24","510","130700","3006","245101307003006",Block 3006,G5040,U,"04843",U,S,"3399","0","+39.3313886","-076.6308198",0.107302003882009
"24","510","271600","5011","245102716005011",Block 5011,G5040,U,"04843",U,S,"8541","0","+39.3421307","-076.6657426",0.124930660546667
"24","510","250600","1099","245102506001099",Block 1099,G5040,U,"04843",U,S,"5540","0","+39.2412845","-076.5924536",0.018243707765313
"24","510","080700","2022","245100807002022",Block 2022,G5040,U,"04843",U,S,"9600","0","+39.3060804","-076.5934497",0.235543468793249
"24","510","270600","6004","245102706006004",Block 6004,G5040,U,"04843",U,S,"3958","0","+39.3637245","-076.5713346",0.047726312825567
"24","510","120600","1009","245101206001009",Block 1009,G5040,U,"04843",U,S,"10245","0","+39.3213066","-076.6168353",0.019833316707325
"24","510","272004","2014","245102720042014",Block 2014,G5040,U,"04843",U,S,"3155","0","+39.3661695","-076.6878866",0.694672674264511
"24","510","280402","2021","245102804022021",Block 2021,G5040,U,"04843",U,S,"4450","0","+39.2980989","-076.6892750",0.220923192550993
"24","510","260102","2011","245102601022011",Block 2011,G5040,U,"04843",U,S,"6425","0","+39.3336285","-076.5344759",0.135878524945770
"24","510","150400","2009","245101504002009",Block 2009,G5040,U,"04843",U,S,"8877","0","+39.3105919","-076.6491023",0.134497844015573
"24","510","260800","1014","245102608001014",Block 1014,G5040,U,"04843",U,S,"4224","0","+39.2899658","-076.5652331",0.051269080191792
"24","510","250500","4017","245102505004017",Block 4017,G5040,U,"04843",U,S,"2839","0","+39.2272676","-076.5910665",0.134901678500147
"24","510","140200","4012","245101402004012",Block 4012,G5040,U,"04843",U,S,"6694","0","+39.3007317","-076.6333595",0.320349684312773
"24","510","080700","2012","245100807002012",Block 2012,G5040,U,"04843",U,S,"12818","0","+39.3060803","-076.5907073",0.109786327264293
"24","510","090500","2012","245100905002012",Block 2012,G5040,U,"04843",U,S,"16900","0","+39.3264841","-076.6056204",0.341397982463374
"24","510","250207","2002","245102502072002",Block 2002,G5040,U,"04843",U,S,"41131","0","+39.2526998","-076.6249373",0.070616989460083
"24","510","060200","1002","245100602001002",Block 1002,G5040,U,"04843",U,S,"6746","0","+39.2952650","-076.5788998",0.006899971077966
"24","510","220100","4003","245102201004003",Block 4003,G5040,U,"04843",U,S,"8060","0","+39.2803061","-076.6119747",0.155168042045088
"24","510","250402","4003","245102504024003",Block 4003,G5040,U,"04843",U,S,"2566","0","+39.2354616","-076.6025120",0.193287958873362
"24","510","250303","1000","245102503031000",Block 1000,G5040,U,"04843",U,S,"14961","0","+39.2704591","-076.6408168",0.000000000000000
"24","510","010200","3005","245100102003005",Block 3005,G5040,U,"04843",U,S,"7009","0","+39.2857517","-076.5768457",0.032861422625202
"24","510","010100","1013","245100101001013",Block 1013,G5040,U,"04843",U,S,"7118","0","+39.2828368","-076.5730916",0.025804009606349
"24","510","160802","3019","245101608023019",Block 3019,G5040,U,"04843",U,S,"2073","0","+39.2996226","-076.6808310",0.297826574053327
"24","510","250500","1054","245102505001054",Block 1054,G5040,U,"04843",U,S,"3577","0","+39.2004384","-076.5563922",0.000000000000000
"24","510","250203","1001","245102502031001",Block 1001,G5040,U,"04843",U,S,"12612","0","+39.2488440","-076.6125566",0.087502302110575
"24","510","190100","1018","245101901001018",Block 1018,G5040,U,"04843",U,S,"6007","0","+39.2926169","-076.6423173",0.240530800996025
"24","510","110200","3002","245101102003002",Block 3002,G5040,U,"04843",U,S,"840","0","+39.3012120","-076.6187557",0.610533303828281
"24","510","200600","1038","245102006001038",Block 1038,G5040,U,"04843",U,S,"5840","0","+39.2782628","-076.6658748",0.068608887969578
"24","510","260605","6195","245102606056195",Block 6195,G5040,U,"04843",U,S,"18633","0","+39.2535800","-076.5306921",0.000000000000000
"24","510","190100","3011","245101901003011",Block 3011,G5040,U,"04843",U,S,"2787","0","+39.2898103","-076.6435365",0.373249766635551
"24","510","260404","3006","245102604043006",Block 3006,G5040,U,"04843",U,S,"11975","0","+39.2963773","-076.5635998",0.008890819801857
"24","510","250103","3006","245102501033006",Block 3006,G5040,U,"04843",U,S,"9984","0","+39.2698547","-076.6771352",0.108849615173428
"24","510","271001","2002","245102710012002",Block 2002,G5040,U,"04843",U,S,"22267","0","+39.3441869","-076.6023255",0.330318290103343
"24","510","271700","4019","245102717004019",Block 4019,G5040,U,"04843",U,S,"14365","0","+39.3495149","-076.6673974",0.304252787334765
"24","510","200200","5019","245102002005019",Block 5019,G5040,U,"04843",U,S,"1138","0","+39.2927938","-076.6607869",0.000000000000000
"24","510","130200","1006","245101302001006",Block 1006,G5040,U,"04843",U,S,"2320","0","+39.3106835","-076.6271091",0.049897881542589
"24","510","270502","1003","245102705021003",Block 1003,G5040,U,"04843",U,S,"7004","0","+39.3575860","-076.5346530",0.256986352242132
"24","510","260303","1013","245102603031013",Block 1013,G5040,U,"04843",U,S,"5010","0","+39.3130627","-076.5730357",0.057620266310597
"24","510","250101","2030","245102501012030",Block 2030,G5040,U,"04843",U,S,"11982","0","+39.2730685","-076.6989532",0.211209938196453
"24","510","200800","1023","245102008001023",Block 1023,G5040,U,"04843",U,S,"34953","0","+39.2778411","-076.6765512",0.166058830722120
"24","510","250600","1028","245102506001028",Block 1028,G5040,U,"04843",U,S,"32518","0","+39.2410391","-076.5840343",0.200672565663723
"24","510","190100","1008","245101901001008",Block 1008,G5040,U,"04843",U,S,"3567","0","+39.2935189","-076.6405539",0.000000000000000
"24","510","270301","3010","245102703013010",Block 3010,G5040,U,"04843",U,S,"5829","0","+39.3472153","-076.5746468",0.355434072326793
"24","510","270802","3013","245102708023013",Block 3013,G5040,U,"04843",U,S,"4086","0","+39.3560822","-076.5937559",0.161599854476000
"24","510","270402","1003","245102704021003",Block 1003,G5040,U,"04843",U,S,"20367","0","+39.3527734","-076.5465968",0.481456645500328
"24","510","271600","5007","245102716005007",Block 5007,G5040,U,"04843",U,S,"10635","0","+39.3437548","-076.6649050",0.350788952051625
"24","510","270402","3003","245102704023003",Block 3003,G5040,U,"04843",U,S,"8752","0","+39.3521704","-076.5596111",0.532731808290430
"24","510","271900","2011","245102719002011",Block 2011,G5040,U,"04843",U,S,"7820","0","+39.3565047","-076.6801487",0.173566973566974
